iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ESP,Europe,Spain,2020-11-01,1185678.0,0.0,19935.143,35878.0,0.0,160.857,24968.51,0.0,419.803,755.534,0.0,3.387,1.2,2650.0,55.805,16396.0,345.274,1501.0,31.609,14225.0,299.556,14412545.0,92741.0,303.505,1.953,177282.0,3.733,0.134,7.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,59326.4,16.8,26.62,1249.32047098849
ESP,Europe,Spain,2020-11-02,1240697.0,55019.0,20339.571,36257.0,379.0,175.143,26127.123,1158.613,428.319,763.515,7.981,3.688,1.18,2764.0,58.205,17084.0,359.762,1532.0,32.262,14197.0,298.966,14548011.0,135466.0,306.358,2.853,172883.0,3.641,0.133,7.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-03,1259366.0,18669.0,20375.429,36495.0,238.0,171.0,26520.263,393.14,429.074,768.527,5.012,3.601,1.17,2786.0,58.669,17330.0,364.942,1543.0,32.493,14354.0,302.273,14743141.0,195130.0,310.467,4.109,170325.0,3.587,0.133,7.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-04,1284408.0,25042.0,21129.286,38118.0,1623.0,378.857,27047.608,527.345,444.949,802.705,34.178,7.978,1.15,2802.0,59.006,17271.0,363.7,1556.0,32.767,14429.0,303.852,14949501.0,206360.0,314.813,4.346,169557.0,3.571,0.134,7.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-05,1306316.0,21908.0,20890.429,38486.0,368.0,406.714,27508.956,461.348,439.919,810.454,7.749,8.565,1.13,2863.0,60.29,17174.0,361.657,1562.0,32.893,14355.0,302.294,15150077.0,200576.0,319.037,4.224,168830.0,3.555,0.135,7.4,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-06,1328832.0,22516.0,20450.571,38833.0,347.0,422.143,27983.107,474.151,430.657,817.762,7.307,8.89,1.11,2932.0,61.743,16535.0,348.201,1559.0,32.83,14312.0,301.388,15356440.0,206363.0,323.382,4.346,167768.0,3.533,0.135,7.4,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-07,1328832.0,0.0,20450.571,38833.0,0.0,422.143,27983.107,0.0,430.657,817.762,0.0,8.89,1.09,2937.0,61.849,16683.0,351.318,1542.0,32.472,14201.0,299.051,15487055.0,130615.0,326.133,2.751,166750.0,3.511,0.134,7.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-08,1328832.0,0.0,20450.571,38833.0,0.0,422.143,27983.107,0.0,430.657,817.762,0.0,8.89,1.08,3048.0,64.186,18025.0,379.578,1534.0,32.304,14018.0,295.197,15584449.0,97394.0,328.184,2.051,167415.0,3.525,0.134,7.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,61889.8,17.15,33.07,1303.30163443903
ESP,Europe,Spain,2020-11-09,1381218.0,52386.0,20074.429,39345.0,512.0,441.143,29086.274,1103.167,422.736,828.544,10.782,9.29,1.06,3066.0,64.565,17767.0,374.145,1551.0,32.662,14134.0,297.64,15748306.0,163857.0,331.635,3.451,171471.0,3.611,0.133,7.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-10,1381218.0,0.0,17407.429,39345.0,0.0,407.143,29086.274,0.0,366.573,828.544,0.0,8.574,1.04,3093.0,65.134,17695.0,372.629,1555.0,32.746,14078.0,296.46,15952740.0,204434.0,335.94,4.305,172800.0,3.639,0.131,7.6,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-11,1417709.0,36491.0,19043.0,40105.0,760.0,283.857,29854.717,768.443,401.016,844.548,16.004,5.978,1.04,3121.0,65.723,17212.0,362.458,1543.0,32.493,13866.0,291.996,16148714.0,195974.0,340.066,4.127,171316.0,3.608,0.129,7.8,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-12,1437220.0,19511.0,18700.571,40461.0,356.0,282.143,30265.588,410.871,393.805,852.045,7.497,5.941,1.02,3125.0,65.808,16983.0,357.635,1530.0,32.219,13751.0,289.574,16336914.0,188200.0,344.03,3.963,169548.0,3.57,0.126,7.9,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-13,1458591.0,21371.0,18537.0,40769.0,308.0,276.571,30715.627,450.04,390.36,858.531,6.486,5.824,1.0,3108.0,65.45,16204.0,341.231,1493.0,31.44,13496.0,284.204,16527695.0,190781.0,348.047,4.018,167322.0,3.524,0.123,8.1,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-14,1458591.0,0.0,18537.0,40769.0,0.0,276.571,30715.627,0.0,390.36,858.531,0.0,5.824,0.98,3110.0,65.492,16174.0,340.599,1483.0,31.23,13295.0,279.972,16643134.0,115439.0,350.478,2.431,165154.0,3.478,0.122,8.2,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-15,1458591.0,0.0,18537.0,40769.0,0.0,276.571,30715.627,0.0,390.36,858.531,0.0,5.824,0.96,3165.0,66.65,17125.0,360.626,1457.0,30.682,13033.0,274.454,16733556.0,90422.0,352.382,1.904,164158.0,3.457,0.12,8.3,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,63969.0,17.35,26.15,1347.08630910797
ESP,Europe,Spain,2020-11-16,1496864.0,38273.0,16520.857,41253.0,484.0,272.571,31521.596,805.969,347.903,868.723,10.192,5.74,0.94,3127.0,65.85,16646.0,350.539,1404.0,29.566,12831.0,270.201,16894159.0,160603.0,355.764,3.382,163693.0,3.447,0.117,8.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-17,1510023.0,13159.0,18400.714,41688.0,435.0,334.714,31798.704,277.108,387.49,877.884,9.16,7.049,0.93,3120.0,65.702,16133.0,339.736,1351.0,28.45,12422.0,261.588,17081066.0,186907.0,359.7,3.936,161189.0,3.394,0.114,8.8,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-18,1525341.0,15318.0,15376.0,42039.0,351.0,276.286,32121.277,322.573,323.794,885.275,7.392,5.818,0.91,3127.0,65.85,15497.0,326.342,1318.0,27.755,11976.0,252.196,17250264.0,169198.0,363.263,3.563,157364.0,3.314,0.112,8.9,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-19,1541574.0,16233.0,14907.714,42291.0,252.0,261.429,32463.119,341.841,313.933,890.582,5.307,5.505,0.9,3092.0,65.113,14706.0,309.685,1259.0,26.513,11574.0,243.73,17411779.0,161515.0,366.665,3.401,153552.0,3.234,0.109,9.2,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-20,1556730.0,15156.0,14019.857,42619.0,328.0,264.286,32782.28,319.161,295.236,897.489,6.907,5.565,0.89,2961.0,62.354,13647.0,287.384,1208.0,25.439,11121.0,234.191,17573046.0,161267.0,370.061,3.396,149336.0,3.145,0.106,9.4,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-21,1556730.0,0.0,14019.857,42619.0,0.0,264.286,32782.28,0.0,295.236,897.489,0.0,5.565,0.88,2955.0,62.228,13778.0,290.143,1143.0,24.07,10683.0,224.967,17665274.0,92228.0,372.003,1.942,146020.0,3.075,0.105,9.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-22,1556730.0,0.0,14019.857,42619.0,0.0,264.286,32782.28,0.0,295.236,897.489,0.0,5.565,0.87,2925.0,61.596,14586.0,307.158,1102.0,23.206,10352.0,217.997,17735124.0,69850.0,373.474,1.471,143081.0,3.013,0.104,9.6,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,65652.0,17.43,21.01,1382.52763628564
ESP,Europe,Spain,2020-11-23,1582616.0,25886.0,12250.286,43131.0,512.0,268.286,33327.398,545.118,257.972,908.271,10.782,5.65,0.86,2861.0,60.248,13669.0,287.848,1060.0,22.322,9858.0,207.594,17874707.0,139583.0,376.413,2.939,140078.0,2.95,0.103,9.7,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-24,1594844.0,12228.0,12117.286,43668.0,537.0,282.857,33584.901,257.502,255.171,919.579,11.308,5.957,0.85,2838.0,59.764,12996.0,273.675,1051.0,22.132,9404.0,198.033,18036633.0,161926.0,379.823,3.41,136510.0,2.875,0.1,10.0,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-25,1605066.0,10222.0,11389.286,44037.0,369.0,285.429,33800.16,215.259,239.84,927.35,7.771,6.011,0.85,2815.0,59.279,12356.0,260.198,1015.0,21.374,9115.0,191.948,18191384.0,154751.0,383.082,3.259,134446.0,2.831,0.096,10.4,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-26,1617355.0,12289.0,10825.857,44374.0,337.0,297.571,34058.947,258.787,227.975,934.446,7.097,6.266,0.85,2774.0,58.416,11878.0,250.132,1008.0,21.227,8846.0,186.283,18338815.0,147431.0,386.187,3.105,132434.0,2.789,0.092,10.9,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-27,1628208.0,10853.0,10211.143,44668.0,294.0,292.714,34287.494,228.547,215.031,940.638,6.191,6.164,0.85,2689.0,56.626,11121.0,234.191,970.0,20.427,8598.0,181.06,18509468.0,170653.0,389.78,3.594,133775.0,2.817,0.088,11.4,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-28,1628208.0,0.0,10211.143,44668.0,0.0,292.714,34287.494,0.0,215.031,940.638,0.0,6.164,0.85,2680.0,56.437,11155.0,234.907,931.0,19.605,8323.0,175.269,18600464.0,90996.0,391.696,1.916,133599.0,2.813,0.085,11.8,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-11-29,1628208.0,0.0,10211.143,44668.0,0.0,292.714,34287.494,0.0,215.031,940.638,0.0,6.164,0.85,2641.0,55.615,11801.0,248.51,913.0,19.226,8144.0,171.5,18657505.0,57041.0,392.898,1.201,131769.0,2.775,0.085,11.8,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,66998.2,17.4,16.44,1410.87648634303
ESP,Europe,Spain,2020-11-30,1648187.0,19979.0,9367.286,45069.0,401.0,276.857,34708.22,420.726,197.26,949.082,8.444,5.83,0.85,2590.0,54.541,11576.0,243.772,880.0,18.531,7968.0,167.794,18790949.0,133444.0,395.708,2.81,130892.0,2.756,0.083,12.0,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-01,1656444.0,8257.0,8800.0,45511.0,442.0,263.286,34882.1,173.879,185.314,958.39,9.308,5.544,0.86,2484.0,52.309,10967.0,230.948,810.0,17.057,7832.0,164.93,18955582.0,164633.0,399.175,3.467,131278.0,2.765,0.081,12.3,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-02,1665775.0,9331.0,8672.714,45784.0,273.0,249.571,35078.596,196.496,182.634,964.139,5.749,5.256,0.86,2437.0,51.319,10521.0,221.556,796.0,16.763,7593.0,159.897,19114365.0,158783.0,402.518,3.344,131854.0,2.777,0.079,12.7,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-03,1675902.0,10127.0,8363.857,46038.0,254.0,237.714,35291.854,213.259,176.13,969.488,5.349,5.006,0.87,2368.0,49.866,10050.0,211.637,760.0,16.004,7350.0,154.779,19263543.0,149178.0,405.66,3.141,132104.0,2.782,0.076,13.2,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-04,1684647.0,8745.0,8062.714,46252.0,214.0,226.286,35476.01,184.156,169.788,973.994,4.507,4.765,0.89,2290.0,48.224,9275.0,195.317,730.0,15.373,7194.0,151.494,19411023.0,147480.0,408.766,3.106,128794.0,2.712,0.076,13.2,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-05,1684647.0,0.0,8062.714,46252.0,0.0,226.286,35476.01,0.0,169.788,973.994,0.0,4.765,0.9,2279.0,47.992,9272.0,195.254,702.0,14.783,7022.0,147.872,19494318.0,83295.0,410.52,1.754,127693.0,2.689,0.075,13.3,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-06,1684647.0,0.0,8062.714,46252.0,0.0,226.286,35476.01,0.0,169.788,973.994,0.0,4.765,0.9,2251.0,47.403,9582.0,201.782,667.0,14.046,6995.0,147.304,19546947.0,52629.0,411.628,1.108,127063.0,2.676,0.075,13.3,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,68309.0,17.37,15.93,1438.47986819954
ESP,Europe,Spain,2020-12-07,1702328.0,17681.0,7734.429,46646.0,394.0,225.286,35848.344,372.334,162.875,982.291,8.297,4.744,0.91,2172.0,45.739,9417.0,198.307,634.0,13.351,6673.0,140.523,19644040.0,97093.0,413.673,2.045,121870.0,2.566,0.074,13.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-08,1702328.0,0.0,6554.857,46646.0,0.0,162.143,35848.344,0.0,138.035,982.291,0.0,3.414,0.93,2179.0,45.886,9874.0,207.931,640.0,13.477,6286.0,132.373,19710609.0,66569.0,415.074,1.402,107861.0,2.271,0.074,13.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-09,1712101.0,9773.0,6618.0,47019.0,373.0,176.429,36054.148,205.804,139.365,990.146,7.855,3.715,0.96,2153.0,45.339,9623.0,202.645,633.0,13.33,6262.0,131.868,19855159.0,144550.0,418.118,3.044,105828.0,2.229,0.074,13.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-10,1720056.0,7955.0,6307.714,47344.0,325.0,186.571,36221.668,167.52,132.831,996.99,6.844,3.929,0.99,2100.0,44.223,9471.0,199.444,627.0,13.204,6390.0,134.563,20019637.0,164478.0,421.582,3.464,108013.0,2.275,0.077,13.0,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-11,1730575.0,10519.0,6561.143,47624.0,280.0,196.0,36443.182,221.514,138.167,1002.886,5.896,4.127,1.02,2079.0,43.78,8974.0,188.978,635.0,13.372,6447.0,135.764,20187140.0,167503.0,425.109,3.527,110874.0,2.335,0.079,12.7,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-12,1730575.0,0.0,6561.143,47624.0,0.0,196.0,36443.182,0.0,138.167,1002.886,0.0,4.127,1.04,2058.0,43.338,9003.0,189.589,636.0,13.393,6542.0,137.764,20285360.0,98220.0,427.178,2.068,113006.0,2.38,0.08,12.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-13,1730575.0,0.0,6561.143,47624.0,0.0,196.0,36443.182,0.0,138.167,1002.886,0.0,4.127,1.06,2068.0,43.549,9687.0,203.993,620.0,13.056,6520.0,137.301,20344871.0,59511.0,428.431,1.253,113989.0,2.4,0.08,12.5,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,69280.4,17.24,11.34,1458.936021034
ESP,Europe,Spain,2020-12-14,1751884.0,21309.0,7079.429,48013.0,389.0,195.286,36891.916,448.734,149.082,1011.078,8.192,4.112,1.08,2027.0,42.685,9599.0,202.14,648.0,13.646,6798.0,143.155,20492182.0,147311.0,431.533,3.102,121163.0,2.552,0.082,12.2,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-15,1762212.0,10328.0,8554.857,48401.0,388.0,250.714,37109.407,217.491,180.152,1019.249,8.171,5.28,1.1,1964.0,41.359,9378.0,197.486,636.0,13.393,7143.0,150.42,20664885.0,172703.0,435.17,3.637,136325.0,2.871,0.083,12.0,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-16,1773290.0,11078.0,8741.286,48596.0,195.0,225.286,37342.692,233.285,184.078,1023.355,4.106,4.744,1.11,1955.0,41.169,9299.0,195.822,636.0,13.393,7204.0,151.705,20835213.0,170328.0,438.757,3.587,140008.0,2.948,0.084,11.9,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-17,1785421.0,12131.0,9337.857,48777.0,181.0,204.714,37598.152,255.46,196.641,1027.167,3.812,4.311,1.12,1920.0,40.432,9304.0,195.928,640.0,13.477,7132.0,150.189,21003829.0,168616.0,442.308,3.551,140599.0,2.961,0.083,12.0,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-18,1797236.0,11815.0,9523.0,48926.0,149.0,186.0,37846.957,248.805,200.539,1030.304,3.138,3.917,1.13,1914.0,40.306,8860.0,186.578,665.0,14.004,7165.0,150.884,21178289.0,174460.0,445.981,3.674,141593.0,2.982,0.083,12.0,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-19,1797236.0,0.0,9523.0,48926.0,0.0,186.0,37846.957,0.0,200.539,1030.304,0.0,3.917,1.13,1914.0,40.306,8915.0,187.736,696.0,14.657,7167.0,150.926,21279846.0,101557.0,448.12,2.139,142069.0,2.992,0.083,12.0,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-20,1797236.0,0.0,9523.0,48926.0,0.0,186.0,37846.957,0.0,200.539,1030.304,0.0,3.917,1.14,1944.0,40.938,9651.0,203.235,722.0,15.204,7237.0,152.4,21342066.0,62220.0,449.43,1.31,142456.0,3.0,0.083,12.0,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,69762.4,16.99,5.47,1469.08618128334
ESP,Europe,Spain,2020-12-21,1819249.0,22013.0,9623.571,49260.0,334.0,178.143,38310.516,463.559,202.657,1037.338,7.034,3.751,1.14,1906.0,40.137,9594.0,202.035,728.0,15.331,7287.0,153.453,21504929.0,162863.0,452.86,3.43,144678.0,3.047,0.084,11.9,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-22,1829903.0,10654.0,9670.143,49520.0,260.0,159.857,38534.873,224.356,203.638,1042.813,5.475,3.366,1.15,1931.0,40.664,9396.0,197.865,764.0,16.089,7318.0,154.106,21697431.0,192502.0,456.914,4.054,147507.0,3.106,0.084,11.9,tests performed,,,,,,,,,,,,,,71.3,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-23,1842289.0,12386.0,9857.0,49698.0,178.0,157.429,38795.702,260.83,207.573,1046.562,3.748,3.315,1.16,1907.0,40.158,8837.0,186.093,755.0,15.899,7433.0,156.527,21897852.0,200421.0,461.134,4.221,151806.0,3.197,0.085,11.8,tests performed,,,,,,,,,,,,,,78.7,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-24,1854951.0,12662.0,9932.857,49824.0,126.0,149.571,39062.344,266.642,209.17,1049.215,2.653,3.15,1.16,1909.0,40.201,8838.0,186.114,757.0,15.941,7535.0,158.675,22039310.0,141458.0,464.113,2.979,147926.0,3.115,0.086,11.6,tests performed,,,,,,,,,,,,,,78.7,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-25,1854951.0,0.0,8245.0,49824.0,0.0,128.286,39062.344,0.0,173.627,1049.215,0.0,2.701,1.17,1927.0,40.58,9204.0,193.822,758.0,15.962,7338.0,154.527,22089004.0,49694.0,465.16,1.046,130102.0,2.74,0.088,11.4,tests performed,,,,,,,,,,,,,,78.7,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
ESP,Europe,Spain,2020-12-26,1854951.0,0.0,8245.0,49824.0,0.0,128.286,39062.344,0.0,173.627,1049.215,0.0,2.701,1.2,1888.0,39.758,9078.0,191.168,755.0,15.899,7152.0,150.61,22160682.0,71678.0,466.669,1.509,125834.0,2.65,0.09,11.1,tests performed,,,,,,,,,,,,,,78.7,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,47486935.0,,,,
